,uid,date,name,classification,class_primary,class_secondary,group,category,class_code,description,level,level_2,level_3,level_4,level_5,size
1983,8986033,20150324,Connection module being capable of serving as a bus,H01R 9/26,H01R,26-Sep,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1984,8986035,20150324,Securing member for a connector,H01R 12/5045,H01R,Dec-45,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1985,8986039,20150324,Shelf lighting connector assembly,H01R 13/73,H01R,13/73,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1986,8986043,20150324,,H01R 2103/00,H01R,2103/00,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1987,8986044,20150324,Quick mount connector for a coaxial cable,H01R 9/05,H01R,5-Sep,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1988,8986051,20150324,,H01R 24/58,H01R,24/58,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1989,8986053,20150324,Slip ring brush and holder for slip ring brush,H01R 4/38,H01R,Apr-38,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1990,8986054,20150324,Clamp body for terminal,H01R 4/4845,H01R,Apr-45,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1991,8987595,20150324,,H01R 4/363,H01R,4/363,H,1,H01R,LINE CONNECTORS,5,ELECTRICITY,Nucleonics,BASIC ELECTRIC ELEMENTS,LINE CONNECTORS,1
1992,8984928,20150324,,G01L 25/00,G01L,25/00,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1993,8984949,20150324,Pressure sensor measuring element and pressure sensor provided with the latter,G01L 9/006,G01L,9/006,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1994,8984950,20150324,Separation mode capacitors for sensors,G01L 9/0073,G01L,9/0073,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1995,8984963,20150324,,G01L 1/2231,G01L,Jan-31,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1996,8984966,20150324,,G01L 5/00,G01L,May-00,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1997,8989526,20150324,Raman amplification in distributed optical fiber sensing systems,G01L 1/242,G01L,1/242,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1998,8989916,20150324,Vehicle signal lever proximity sensing for lane change intention detection with following recommendation to driver,G01L 1/14,G01L,14-Jan,G,1,G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",5,PHYSICS,Instruments,MEASURING ,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ",1
1999,8984929,20150324,Pressure indicating device,G01M 3/26,G01M,26-Mar,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2000,8984930,20150324,System and method for diagnosing a reciprocating compressor,G01M 3/2876,G01M,Mar-76,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2001,8984933,20150324,Method and system for control of an internal combustion engine based on engine crank angle,G01M 15/11,G01M,15/11,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2002,8984940,20150324,Passive dynamic inertial rotor balance system for turbomachinery,G01M 1/02,G01M,2-Jan,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2003,8988669,20150324,Power monitor for optical fiber using background scattering,G01M 11/3145,G01M,Nov-45,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2004,8988670,20150324,Apparatus for simultaneously inspecting and cleaning fiber connector,G01M 11/3145,G01M,Nov-45,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2005,8989958,20150324,,G01M 17/00,G01M,17/00,G,1,G01M,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,5,PHYSICS,Instruments,MEASURING ,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES,1
2006,8984932,20150324,Rapid measurement of formed blood component sedimentation rate from small sample volumes,G01N 5/04,G01N,4-May,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2007,8984946,20150324,,G01N 29/07,G01N,29/07,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2008,8984969,20150324,Thermochromic polyacrylamide tissue phantom and its use for evaluation of ablation therapies,G01N 37/00,G01N,37/00,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2009,8984970,20150324,Method and apparatus for evaluating the efficacy of a cleaning product,G01N 33/15,G01N,33/15,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2010,8985848,20150324,Thermal inspection system,G01N 25/72,G01N,25/72,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2011,8986523,20150324,Biosensor capacitor,G01N 27/22,G01N,27/22,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2012,8986524,20150324,DNA sequence using multiple metal layer structure with different organic coatings forming different transient bondings to DNA,G01N 33/48,G01N,33/48,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2013,8986525,20150324,Method and apparatus for sensing a property of a fluid,G01N 27/4148,G01N,27/4148,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2014,8986528,20150324,,G01N 27/447,G01N,27/447,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2015,8986528,20150324,Isotachophoresis having interacting anionic and cationic shock waves,G01N 27/447,G01N,27/447,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2016,8986530,20150324,,G01N 27/447,G01N,27/447,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2017,8986535,20150324,Erythropoietin receptor modified electrode and its preparation method and application,G01N 27/3275,G01N,27/3275,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2018,8986542,20150324,Microfluidic separation device and method of making same,G01N 30/6095,G01N,30/6095,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2019,8986543,20150324,Chromatography column distribution system,G01N 30/6017,G01N,30/6017,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2020,8986611,20150324,Sample analysis apparatus,G01N 1/44,G01N,Jan-44,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2021,8986614,20150324,,G01N 2021/752,G01N,2021/752,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2022,8986614,20150324,Molecular concentrator based on thermal ratcheting,G01N 2030/008,G01N,2030/008,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2023,8986625,20150324,Hydrogen sulphide sampling method,G01N 21/78,G01N,21/78,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2024,8986629,20150324,,G01N 15/06,G01N,15/06,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2025,8986671,20150324,,G01N 2800/52,G01N,2800/52,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2026,8986778,20150324,,G01N 29/20,G01N,29/20,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2027,8986927,20150324,Nanopore sequencing devices and methods,G01N 33/50,G01N,33/50,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2028,8986943,20150324,,G01N 33/6848,G01N,33/6848,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2029,8986947,20150324,Stabilization method for biological samples by combination of heating and chemical fixation,G01N 1/30,G01N,30-Jan,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2030,8986980,20150324,,G01N 27/3278,G01N,27/3278,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2031,8986999,20150324,Virus/nanowire encapsulation within polymer microgels for 2D and 3D devices for energy and electronics,G01N 15/06,G01N,15/06,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2032,8987000,20150324,Reagent for detection and assessment of free chlorine in aqueous solution,G01N 31/22,G01N,31/22,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2033,8987165,20150324,,G01N 21/22,G01N,21/22,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2034,8987669,20150324,Laser apparatus for determination of ink dryness,G01N 21/3554,G01N,21/3554,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2035,8987681,20150324,,G01N 27/622,G01N,27/622,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2036,8987686,20150324,,G01N 2021/6419,G01N,2021/6419,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2037,8988079,20150324,,G01N 27/308,G01N,27/308,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2038,8988083,20150324,Conductivity sensor,G01N 27/06,G01N,27/06,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2039,8988088,20150324,Liquid immersion sensor,G01N 27/041,G01N,27/041,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2040,8988658,20150324,Inspection apparatus to detect a target located within a pattern for lithography,G01N 21/211,G01N,21/211,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2041,8988674,20150324,,G01N 21/9501,G01N,21/9501,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2042,8988677,20150324,Cuvette and optical method,G01N 2201/0446,G01N,2201/0446,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2043,8988679,20150324,SERS nanotag assays,G01N 21/658,G01N,21/658,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2044,8988684,20150324,System and method for measuring fluorescence of a sample,G01N 21/6458,G01N,21/6458,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2045,8988685,20150324,Portable spectrophotometer and method for characterising solar collector tubes,G01N 21/25,G01N,21/25,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2046,8988687,20150324,Matrix for detection/analysis of residues,G01N 21/39,G01N,21/39,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2047,8988688,20150324,Optical sensing devices and methods for detecting samples using the same,G01N 21/553,G01N,21/553,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2048,8989342,20150324,Methods and systems for volumetric reconstruction using radiography,G01N 23/201,G01N,23/201,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2049,8989345,20150324,Method for evaluation of density profile in carbon/carbon material and method for production of standard density test block used therein,G01N 23/00,G01N,23/00,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2050,8989348,20150324,,G01N 23/04,G01N,23/04,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2051,8989487,20150324,Apparatus and method for combining images,G01N 2021/1772,G01N,2021/1772,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2052,8989605,20150324,Image forming apparatus,G01N 21/27,G01N,21/27,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2053,8990024,20150324,Fluorescence intensity compensation method and fluorescence intensity calculation device,G01N 15/1429,G01N,15/1429,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2054,8990025,20150324,,G01N 27/02,G01N,27/02,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2055,8990026,20150324,System and method for detecting combustion hardware damage,G01N 2291/2693,G01N,2291/2693,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2056,8990028,20150324,,G01N 3/28,G01N,28-Mar,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2057,8990029,20150324,Device for the centralized management of measurements and data relating to the liquid and gas flows needed for the operation of a combustion engine,G01N 21/33,G01N,21/33,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2058,8990047,20150324,Neighborhood thresholding in mixed model density gating,G01N 1/28,G01N,28-Jan,G,1,G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,5,PHYSICS,Instruments,MEASURING ,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,1
2059,8984934,20150324,Method and system to validate a fuel level indicator in a vehicle,G01F 22/00,G01F,22/00,G,1,G01F,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",5,PHYSICS,Instruments,MEASURING ,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",1
2060,8984959,20150324,Steam quality and flow rate measurement system,G01F 1/74,G01F,Jan-74,G,1,G01F,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",5,PHYSICS,Instruments,MEASURING ,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL",1
